id_img,label
13921,sad
13928,surprise
13933,fear
13939,fear
13965,angry
13971,fear
1401,neutral
14011,fear
14033,fear
14037,sad
14044,sad
14057,fear
14082,fear
1410,fear
14114,angry
14117,fear
14268,fear
1429,fear
14306,sad
1441,sad
14444,neutral
14452,fear
14509,angry
14529,angry
14551,fear
14605,fear
14620,angry
14637,fear
1465,happy
14722,sad
1474,sad
14744,happy
14747,neutral
14786,fear
14789,fear
148,angry
1485,surprise
14891,fear
14987,sad
15001,fear
15012,angry
15040,neutral
1506,sad
15088,fear
15134,sad
15191,sad
15198,fear
15260,fear
15268,angry
15279,fear
15280,fear
1534,angry
15503,happy
15539,neutral
15544,surprise
15578,sad
15615,surprise
15622,angry
15663,angry
15668,fear
15678,fear
1576,neutral
15778,fear
15859,sad
15870,sad
15881,angry
15921,fear
15950,neutral
15984,fear
1599,sad
15999,angry
16039,fear
1606,sad
16071,fear
16113,neutral
16134,fear
16226,fear
16277,fear
16318,fear
16330,surprise
16346,fear
16374,fear
16395,sad
16429,neutral
16440,fear
16450,happy
16486,fear
16489,angry
16501,fear
16503,fear
16523,neutral
16539,fear
1654,fear
16559,sad
1657,angry
1660,fear
16609,fear
16632,fear
16674,fear
16775,surprise
16788,fear
16802,fear
16811,fear
16830,fear
16915,sad
16930,sad
16954,neutral
16977,happy
16990,fear
17105,neutral
17107,fear
17114,fear
17180,fear
17191,fear
17213,neutral
17217,angry
1722,fear
17236,fear
1727,angry
17314,fear
17334,sad
17369,fear
17449,angry
17479,fear
17503,angry
17550,neutral
17558,sad
1756,fear
17587,angry
17631,sad
17668,fear
17685,fear
17707,sad
17710,fear
17762,angry
17816,neutral
17831,sad
17834,happy
17901,happy
17930,fear
17932,sad
17934,neutral
1796,fear
1799,neutral
18006,sad
18010,fear
18068,neutral
18073,surprise
18104,neutral
18106,angry
18108,surprise
18117,fear
18148,neutral
18203,angry
18291,happy
18299,fear
18309,fear
18317,fear
18325,angry
18336,angry
18364,neutral
1838,fear
18404,surprise
18513,angry
18517,happy
18523,sad
18527,surprise
18542,fear
18569,fear
1857,neutral
18574,fear
18641,angry
18713,fear
1873,surprise
18753,angry
18757,fear
18763,fear
18905,fear
18908,sad
18911,surprise
18960,angry
18974,fear
18976,angry
18984,fear
19000,fear
19020,fear
19064,neutral
19089,sad
19119,fear
19188,sad
19216,sad
19226,fear
19235,fear
19252,sad
1929,fear
19349,happy
1939,neutral
19454,fear
19473,disgust
19497,fear
19559,fear
19599,angry
19612,fear
19644,neutral
19682,angry
19740,angry
19754,sad
19810,angry
19841,fear
1986,sad
19888,sad
19896,angry
19897,fear
19995,neutral
200,sad
20037,fear
20058,sad
20062,fear
20083,fear
20135,sad
20194,angry
20214,sad
20265,happy
20337,neutral
20411,neutral
20424,neutral
20450,surprise
20461,fear
2047,sad
20476,angry
20495,fear
20508,sad
20526,fear
20579,fear
20598,fear
20617,neutral
20715,sad
20831,neutral
20843,fear
20851,sad
20897,sad
20970,fear
2098,angry
21,fear
21070,fear
21101,sad
21102,surprise
21227,fear
21230,fear
21250,fear
21269,angry
21280,fear
21352,fear
21360,fear
21387,surprise
21420,fear
21464,sad
21499,happy
21500,sad
21556,sad
21559,fear
21598,surprise
21615,angry
21654,sad
21686,angry
21697,happy
2178,surprise
21833,fear
21858,fear
21877,fear
21946,angry
21967,fear
22050,surprise
22074,fear
22102,fear
22130,fear
22166,surprise
2226,angry
22326,surprise
22349,sad
224,surprise
22458,angry
22485,sad
22520,surprise
22607,angry
22640,sad
22662,disgust
22756,fear
22791,angry
22827,fear
22839,surprise
22840,surprise
22917,neutral
22944,happy
22988,angry
22997,neutral
23038,sad
23083,sad
23100,fear
23126,fear
23142,neutral
23184,happy
23192,sad
23209,fear
23260,fear
23305,surprise
23332,sad
23362,fear
23368,surprise
23389,fear
23403,sad
23427,sad
23447,neutral
23463,fear
23477,angry
23517,fear
23540,surprise
23561,fear
23566,neutral
2357,angry
23718,fear
23731,neutral
23767,fear
23778,sad
2378,fear
23791,fear
2391,fear
24016,fear
24035,angry
24088,fear
24089,fear
24131,neutral
2416,fear
24165,sad
24185,angry
24213,fear
24220,sad
2426,surprise
24452,fear
24479,fear
24482,surprise
24539,fear
24554,angry
24562,surprise
24579,fear
24621,fear
24625,fear
24694,angry
24721,fear
24753,surprise
24763,sad
24778,happy
24822,angry
24880,sad
24948,neutral
24963,fear
24978,sad
24991,fear
25045,fear
25046,fear
25061,neutral
25074,fear
25108,surprise
25109,fear
25133,sad
25162,angry
25191,fear
25202,sad
25220,fear
25242,fear
25247,sad
25298,angry
25306,neutral
25327,sad
25359,neutral
25439,fear
25481,sad
25496,neutral
25555,fear
25570,surprise
25577,sad
25590,fear
25605,fear
25621,fear
25638,fear
25647,fear
25710,surprise
258,fear
25820,fear
25914,fear
2592,fear
2593,sad
26082,neutral
26091,angry
26097,sad
26131,neutral
26210,angry
26250,fear
26275,happy
26283,neutral
26363,angry
26377,surprise
26385,fear
26394,angry
264,fear
26402,fear
26409,surprise
2641,fear
26454,angry
26469,surprise
2651,sad
2657,fear
26582,fear
26726,sad
2681,sad
26842,fear
26895,fear
26916,fear
26927,fear
26973,fear
26980,fear
270,fear
27006,fear
27077,sad
27094,sad
27098,fear
27103,fear
27145,angry
27300,fear
27308,neutral
27359,fear
27363,fear
27369,fear
27488,sad
27503,angry
27509,happy
27591,sad
27635,sad
27709,sad
27764,fear
27772,sad
27806,sad
27846,fear
27868,fear
27889,surprise
2789,fear
27899,sad
27910,surprise
27937,fear
28050,angry
28101,fear
28189,fear
28210,fear
28243,fear
28267,fear
28308,sad
28331,fear
28417,fear
28453,fear
28503,surprise
28515,fear
28548,surprise
2858,fear
2860,fear
28627,angry
28701,fear
28704,fear
28724,surprise
28729,sad
28734,neutral
28859,sad
29005,fear
29026,fear
29027,fear
29043,fear
2906,angry
29068,fear
29126,disgust
29152,fear
29219,sad
2927,surprise
29284,happy
29285,fear
29291,fear
29315,angry
29327,sad
29349,fear
29389,angry
29478,angry
29528,fear
29536,sad
29603,happy
29629,neutral
29674,fear
297,fear
29701,fear
29709,surprise
29713,fear
29720,fear
29731,neutral
29733,fear
29735,sad
29738,neutral
29795,happy
29869,fear
2987,happy
29871,angry
2988,surprise
29892,neutral
29912,sad
29924,angry
29990,fear
3000,surprise
30062,happy
30074,angry
30196,neutral
30206,neutral
30237,fear
30253,neutral
30316,surprise
30333,fear
3036,sad
30482,fear
30564,fear
3057,neutral
30594,fear
30638,sad
30735,angry
30774,fear
30798,neutral
3087,angry
30936,fear
31007,neutral
31105,angry
31107,happy
31116,surprise
3112,fear
31130,neutral
31157,fear
31159,surprise
31188,fear
3124,fear
31286,fear
31330,fear
31341,fear
31357,fear
31375,angry
31395,fear
31398,angry
314,sad
31421,sad
31461,neutral
31526,fear
31535,sad
31569,fear
31625,surprise
31638,sad
31655,sad
3170,surprise
31738,angry
31782,fear
31821,fear
31855,fear
31860,fear
31866,happy
31903,fear
31916,fear
31940,sad
31954,sad
31973,sad
31979,neutral
32076,fear
32097,fear
32103,neutral
32180,fear
32279,surprise
32323,sad
32349,fear
32351,angry
32438,fear
32461,surprise
32463,neutral
32485,fear
32507,fear
32551,fear
32569,surprise
32619,sad
32623,fear
32642,fear
32682,neutral
32688,angry
3269,surprise
32692,fear
32696,surprise
32758,sad
32766,neutral
32799,surprise
32829,neutral
32876,sad
32879,neutral
32889,angry
32931,fear
32940,fear
32941,neutral
32946,fear
3296,fear
3297,fear
32996,fear
33007,happy
33051,fear
33097,fear
3314,neutral
33215,fear
33258,neutral
33299,fear
33358,fear
33390,neutral
33410,angry
33419,surprise
33440,fear
33490,neutral
33519,angry
33535,fear
33548,fear
33559,fear
33587,fear
33608,fear
33617,sad
33644,surprise
33673,surprise
33674,fear
33701,sad
33718,neutral
33806,fear
33855,sad
3391,fear
33919,fear
33940,fear
340,sad
3402,fear
34024,surprise
34063,fear
3409,fear
34097,fear
341,happy
34100,neutral
34117,neutral
34120,sad
34143,angry
34201,fear
34277,sad
34325,fear
34356,sad
34382,fear
34396,fear
34415,angry
34462,fear
34465,fear
34522,happy
34545,neutral
34613,fear
34656,fear
34659,disgust
34675,fear
3472,angry
34730,surprise
34755,surprise
34878,surprise
34897,neutral
34968,fear
34972,fear
35022,fear
35120,angry
35151,surprise
35202,fear
35207,surprise
35230,fear
35238,surprise
35250,fear
35257,fear
35279,neutral
35322,fear
35334,neutral
35362,sad
35363,fear
35394,sad
35410,sad
35427,fear
35453,fear
35541,fear
35592,surprise
35629,fear
3565,angry
35697,fear
35709,angry
3584,neutral
35851,neutral
3601,surprise
3645,sad
365,fear
3709,surprise
3714,fear
3719,sad
3722,fear
3736,fear
3739,fear
3742,neutral
3783,neutral
3785,neutral
3836,sad
3837,neutral
3985,fear
4033,fear
4040,fear
4064,fear
4098,angry
414,fear
418,fear
4200,fear
4217,neutral
4234,neutral
4296,sad
4308,fear
4316,surprise
4340,fear
4411,fear
4453,fear
4516,angry
452,happy
4523,fear
454,fear
4540,fear
4547,angry
460,fear
4650,fear
4821,fear
483,sad
4858,surprise
4901,neutral
4917,neutral
4975,fear
4979,fear
4986,fear
500,neutral
5023,sad
504,fear
507,fear
5074,fear
5097,sad
5117,happy
5184,fear
5222,surprise
5253,fear
5263,fear
5283,fear
5360,fear
538,sad
546,sad
5472,sad
5514,surprise
5567,neutral
5622,fear
5638,fear
5654,neutral
5717,neutral
5736,surprise
5809,happy
5858,sad
5957,fear
5961,fear
5989,happy
5992,fear
6035,fear
6037,fear
6054,sad
6059,angry
6062,angry
6064,fear
6091,fear
6106,neutral
6152,neutral
6153,fear
6176,angry
6179,fear
6214,surprise
6311,angry
6345,neutral
6346,happy
6366,fear
6469,angry
6495,sad
6515,angry
6608,sad
6732,angry
6747,sad
6808,fear
6814,fear
6876,neutral
689,fear
6902,surprise
6909,fear
6973,fear
6988,fear
7027,fear
7038,fear
7102,neutral
712,fear
7129,fear
7146,sad
7150,fear
7158,fear
7182,surprise
7270,fear
7271,neutral
729,sad
73,fear
7302,fear
7305,fear
7350,angry
7394,sad
741,neutral
7517,angry
7542,surprise
7580,angry
7681,surprise
7684,neutral
7748,fear
7749,angry
7756,fear
7786,fear
7819,sad
7846,sad
7875,sad
7894,fear
794,sad
7980,fear
8035,fear
8040,fear
8043,fear
8067,angry
8119,fear
8163,sad
8177,happy
8178,angry
8239,fear
8350,surprise
8433,angry
8454,neutral
8474,happy
8481,sad
85,neutral
8556,sad
859,happy
8611,sad
8637,fear
8645,fear
8672,sad
872,sad
8754,fear
8795,happy
8797,sad
8818,surprise
886,fear
9037,surprise
9040,angry
9101,fear
911,angry
9179,neutral
9205,fear
9232,fear
9251,fear
9261,fear
9281,fear
9302,sad
9333,fear
9369,surprise
9370,sad
9474,sad
949,sad
9602,angry
9606,fear
9842,angry
9898,angry
10019,happy
10023,fear
10074,happy
10096,happy
10106,happy
10126,sad
10138,happy
10141,surprise
1020,sad
10218,happy
10237,happy
10248,happy
10257,happy
1027,happy
10273,neutral
10276,happy
10312,happy
10317,neutral
10344,happy
10362,happy
10367,happy
10370,happy
10432,happy
10456,angry
10467,happy
10468,angry
10480,happy
10528,happy
10540,happy
10552,happy
1056,happy
10571,surprise
1058,happy
10622,happy
10638,neutral
10640,happy
10644,happy
10647,sad
10683,happy
10703,happy
1074,happy
10770,sad
10773,neutral
10792,neutral
1081,happy
10811,happy
10841,happy
10879,fear
10903,fear
10935,happy
10956,happy
10992,happy
11019,happy
1111,happy
11150,happy
11208,happy
1121,happy
11236,happy
1130,fear
11345,happy
11349,happy
11392,happy
1141,happy
11500,happy
11508,neutral
11516,happy
1152,happy
11530,happy
11549,surprise
11552,happy
11558,happy
11573,surprise
11575,happy
11588,neutral
1159,fear
11594,happy
11604,neutral
11614,happy
11637,happy
11646,happy
11658,happy
11717,happy
11733,happy
11763,happy
11766,happy
11772,neutral
11785,happy
11793,neutral
11808,happy
11814,happy
11819,happy
11835,surprise
11842,happy
11850,happy
11885,neutral
11927,happy
12011,happy
1202,happy
12024,happy
12098,happy
12120,happy
12129,neutral
12141,happy
12191,happy
12239,happy
12257,happy
12284,sad
12321,happy
12329,happy
12349,surprise
12359,happy
12376,happy
12379,happy
12381,surprise
12410,happy
1246,happy
12487,happy
12492,sad
12497,fear
12557,happy
12560,happy
12581,happy
12600,happy
12611,happy
12672,happy
12705,angry
12725,happy
12729,happy
12772,happy
12776,happy
12789,neutral
12861,happy
12904,happy
12936,happy
12951,happy
12956,happy
12957,happy
13037,happy
13073,happy
1309,happy
13105,happy
13108,happy
13127,angry
13139,happy
13151,happy
1316,happy
13204,happy
13228,happy
13283,happy
13317,sad
13322,happy
1334,happy
13348,happy
13353,happy
13363,happy
13366,neutral
13385,happy
1341,happy
13427,happy
13428,happy
13449,happy
13456,happy
13476,happy
13502,happy
13526,happy
13528,happy
13570,happy
13584,happy
13590,happy
