id_img,label
16222,neutral
16233,sad
16287,happy
16292,angry
16380,angry
16406,angry
16410,angry
16413,neutral
16428,neutral
16506,surprise
16510,fear
16557,sad
16565,neutral
16643,sad
16659,sad
16681,neutral
16711,happy
1672,angry
16764,angry
16768,angry
16783,neutral
16792,angry
16875,angry
16999,sad
17024,angry
17053,neutral
17085,neutral
17099,angry
17167,angry
1717,angry
17170,neutral
17186,angry
17209,happy
17211,happy
17228,sad
17259,angry
17316,sad
17344,neutral
1736,sad
17371,neutral
17413,sad
17428,sad
17445,neutral
17452,sad
17502,neutral
17536,angry
17647,angry
17700,angry
17705,angry
17731,angry
17735,angry
17736,angry
17752,sad
17787,angry
17910,angry
17939,angry
18001,neutral
18050,angry
18140,neutral
18142,fear
18161,fear
18166,surprise
18183,angry
18200,angry
18247,sad
1825,neutral
18254,sad
18284,angry
18376,sad
18380,happy
1841,fear
18415,angry
18445,angry
18459,fear
18466,angry
18492,angry
18534,neutral
18565,angry
18566,neutral
18588,angry
18593,fear
18602,angry
18617,happy
18633,angry
18695,angry
18715,angry
18779,angry
1880,neutral
18810,angry
18837,neutral
18882,angry
18903,angry
18949,sad
18983,sad
1899,neutral
18994,angry
19014,angry
19060,neutral
19067,neutral
1908,angry
19093,angry
19108,angry
19114,fear
19115,angry
19140,neutral
19152,angry
19268,angry
19292,neutral
19309,neutral
19392,sad
19476,disgust
19477,sad
19485,sad
1966,angry
19664,happy
19732,angry
19811,angry
1983,angry
19832,angry
19877,neutral
19906,neutral
19923,angry
1994,neutral
19950,fear
19961,happy
2006,sad
20222,angry
20227,neutral
20287,surprise
20290,angry
20298,surprise
20303,angry
20312,fear
20328,happy
20353,angry
20374,angry
20451,angry
2050,angry
20505,angry
20532,angry
2055,neutral
20629,angry
20630,happy
20635,angry
20640,neutral
20653,angry
20673,angry
20686,angry
20736,angry
20739,angry
20796,surprise
20817,fear
20849,neutral
21068,angry
21099,sad
21111,surprise
21131,angry
21135,neutral
21161,angry
2117,surprise
21173,happy
21284,neutral
21371,angry
21374,fear
2142,neutral
21447,angry
21472,angry
21511,angry
21512,angry
21520,angry
21541,neutral
21573,sad
21670,sad
21703,angry
21723,angry
21782,angry
21836,neutral
21865,angry
21916,neutral
21921,sad
21922,sad
2194,angry
22089,angry
22183,fear
22184,angry
22198,angry
2225,sad
22309,angry
22334,sad
22375,happy
22516,happy
22695,angry
22733,angry
22739,happy
22789,neutral
22807,sad
22810,angry
22832,happy
2290,sad
22990,angry
23,sad
23008,angry
23041,neutral
23059,angry
23085,sad
23164,angry
23194,angry
23215,neutral
23230,angry
23246,sad
23327,happy
23404,happy
23468,fear
23473,angry
23488,angry
23521,sad
23532,angry
23749,angry
23780,angry
23783,angry
23814,angry
23847,neutral
23886,angry
24067,happy
2407,neutral
24071,sad
24176,angry
24184,angry
24252,sad
24378,sad
24412,sad
24428,angry
24435,angry
24437,sad
24441,neutral
24466,happy
24490,neutral
245,angry
24501,neutral
24542,sad
24660,angry
24678,angry
24711,angry
24789,angry
24797,angry
24819,angry
24821,neutral
2484,angry
2486,sad
2487,angry
24886,sad
249,neutral
24959,surprise
24967,angry
2498,angry
24992,sad
25082,sad
25088,happy
251,sad
25101,angry
2511,neutral
25131,sad
25144,angry
25209,angry
25255,neutral
25343,neutral
25360,neutral
25435,angry
25528,angry
25542,angry
2557,angry
2558,angry
25612,angry
25681,neutral
25688,sad
25778,happy
25795,sad
2581,neutral
25811,angry
25813,angry
25844,sad
25874,angry
25876,angry
25886,angry
25891,sad
259,angry
25944,angry
25973,angry
26025,neutral
26038,happy
26059,angry
26121,neutral
26124,sad
26137,happy
26163,angry
26175,fear
26177,angry
26181,angry
26185,angry
26248,happy
26264,fear
26267,sad
26337,angry
26344,angry
26437,angry
26446,happy
26462,sad
26572,angry
26597,happy
26618,surprise
26620,sad
2668,angry
26725,neutral
26789,sad
26845,angry
26860,sad
26886,angry
26899,angry
26900,angry
26919,angry
26928,happy
26956,angry
27016,angry
27022,angry
27054,happy
2709,sad
2712,fear
27284,angry
27296,angry
27385,angry
27413,neutral
27464,angry
27483,angry
27544,fear
2762,angry
27652,angry
2770,fear
27704,sad
27715,angry
27726,neutral
27744,neutral
27770,neutral
27777,neutral
27798,angry
27828,angry
2791,angry
27967,sad
27982,angry
28015,neutral
28058,angry
28062,neutral
28120,angry
28144,neutral
28148,angry
28149,neutral
28207,angry
28248,sad
28288,angry
28300,angry
28401,happy
28438,happy
28498,neutral
28509,sad
28543,fear
28547,angry
28560,angry
28585,angry
28614,angry
28618,neutral
28620,angry
28660,angry
28707,neutral
28720,angry
28731,neutral
28737,angry
28743,angry
28749,angry
28800,happy
28840,neutral
28867,angry
28884,sad
2890,sad
28932,neutral
28952,angry
29085,sad
29119,happy
29132,sad
29202,neutral
29266,sad
29319,neutral
2933,angry
29414,sad
29471,neutral
29477,neutral
29493,angry
29523,angry
29527,sad
29554,angry
29571,angry
29581,angry
29588,angry
29614,angry
29669,angry
29685,neutral
29730,happy
298,sad
29818,angry
29866,neutral
29929,neutral
29931,surprise
29947,angry
29977,angry
29980,sad
30002,angry
30004,neutral
30015,happy
30024,angry
30058,neutral
30059,neutral
30082,neutral
30085,angry
30171,angry
3021,angry
30260,neutral
30273,sad
30290,neutral
30305,angry
30320,neutral
30325,happy
30394,angry
30415,angry
30420,angry
30456,angry
30458,neutral
30460,angry
30490,neutral
30509,angry
30535,disgust
30563,angry
30584,surprise
30619,angry
30901,angry
30933,sad
30944,happy
3099,neutral
31033,angry
31042,sad
31081,neutral
31083,neutral
31138,happy
31142,happy
31203,angry
3121,angry
3137,angry
31491,angry
31529,neutral
31544,angry
31609,happy
31635,angry
31693,sad
31703,angry
3176,angry
31849,angry
3186,angry
31873,angry
3188,happy
31928,happy
32023,sad
32024,angry
32153,fear
32161,neutral
32223,sad
32231,angry
3226,angry
32278,disgust
32281,neutral
32298,fear
32336,angry
32352,neutral
32367,sad
32454,surprise
32464,sad
32473,angry
3248,happy
32481,angry
32506,happy
32512,angry
32575,sad
32584,angry
32617,neutral
32662,happy
32755,angry
32777,angry
33015,angry
3303,fear
33105,angry
33131,angry
33221,angry
3327,sad
33301,happy
33308,happy
3334,sad
33352,angry
33444,sad
33450,happy
33459,neutral
33494,angry
33560,neutral
33573,neutral
33633,angry
33666,fear
3370,angry
33729,angry
3377,sad
338,angry
33809,angry
33829,sad
33890,sad
33924,neutral
33926,angry
3393,neutral
33935,sad
33977,happy
33987,angry
33998,angry
34036,angry
34040,neutral
3412,angry
34138,angry
34151,angry
34175,neutral
34178,angry
34184,angry
34238,happy
34259,fear
34352,sad
34359,angry
34363,sad
34448,sad
34474,neutral
3449,sad
34507,sad
34581,neutral
34592,angry
34596,sad
34620,angry
3467,angry
34714,happy
34778,angry
34879,fear
35009,angry
35010,neutral
35028,angry
35041,fear
35059,angry
35145,angry
35149,surprise
35162,neutral
35210,angry
3522,fear
35261,neutral
35298,angry
35407,angry
35425,angry
35439,angry
35447,neutral
35514,angry
3558,angry
3564,neutral
35669,sad
35681,angry
35682,sad
35731,angry
35753,neutral
35805,angry
35809,fear
35820,neutral
35828,fear
35881,angry
35884,fear
3599,sad
3632,sad
377,sad
38,angry
3802,angry
3819,fear
3839,neutral
3862,neutral
3870,neutral
3913,sad
4015,angry
404,fear
4060,neutral
4077,angry
4100,neutral
4196,sad
4229,happy
4306,angry
4317,neutral
4324,angry
4349,neutral
4384,angry
4396,angry
4397,sad
4459,angry
4468,angry
4502,angry
4579,angry
4616,angry
4637,neutral
4660,sad
4665,angry
4670,sad
4700,neutral
4751,fear
4807,fear
4878,angry
4937,sad
5010,angry
5060,fear
5064,neutral
521,sad
5220,angry
5233,angry
5244,angry
5259,sad
5312,fear
5317,sad
5400,angry
5422,neutral
5432,angry
5434,fear
5459,angry
5519,angry
5564,angry
5570,angry
5582,angry
5607,sad
5610,neutral
5637,angry
5732,angry
5739,neutral
5780,angry
5810,fear
5822,angry
5859,sad
5883,neutral
5888,sad
589,happy
5902,happy
5962,angry
6009,neutral
6017,angry
6075,angry
608,angry
6088,angry
6119,angry
6129,angry
6155,fear
6225,surprise
6232,sad
624,angry
6274,angry
6278,angry
6283,angry
6321,sad
633,sad
6347,angry
6364,sad
6365,neutral
6375,angry
6390,angry
6420,angry
6426,angry
6471,angry
6484,angry
65,neutral
654,neutral
6547,sad
6555,neutral
6561,angry
6566,sad
6580,angry
6581,angry
6584,surprise
6618,angry
6621,sad
665,sad
6652,happy
6726,neutral
6739,happy
6745,sad
676,neutral
6766,angry
6809,happy
6890,sad
6923,angry
6955,angry
6965,angry
7015,angry
7056,fear
7103,neutral
7136,happy
7174,angry
7219,neutral
7257,angry
7261,angry
727,neutral
7284,angry
7291,angry
7409,angry
7492,sad
7550,happy
7559,neutral
7589,angry
764,neutral
7655,angry
7668,angry
7729,angry
7777,angry
7793,neutral
7811,sad
7886,neutral
7919,sad
7937,angry
7979,angry
8000,happy
8001,angry
8052,angry
8096,neutral
8103,neutral
8130,angry
8151,angry
816,angry
8267,neutral
8275,angry
8299,angry
8402,fear
842,angry
854,angry
8555,neutral
8581,neutral
8593,sad
861,angry
8661,fear
8685,angry
8719,sad
8734,happy
8902,angry
8916,fear
8969,angry
9012,angry
9059,neutral
9100,angry
9156,surprise
9266,angry
9293,angry
9331,fear
9400,angry
9567,neutral
9615,angry
966,angry
9691,sad
9698,sad
9715,angry
9748,angry
9785,happy
9802,neutral
9811,fear
9862,neutral
9884,sad
9931,angry
10053,disgust
10435,disgust
10532,neutral
1115,disgust
11222,disgust
11529,disgust
11639,disgust
12417,disgust
12753,fear
13372,neutral
13597,angry
13652,disgust
13847,angry
14041,neutral
14869,sad
14954,fear
14958,disgust
15110,sad
16021,disgust
16054,disgust
16121,disgust
16264,angry
16718,disgust
17260,angry
18077,neutral
1843,disgust
18464,disgust
18716,angry
19649,sad
19734,disgust
19770,disgust
19801,neutral
19831,disgust
20761,disgust
21744,sad
21765,disgust
21851,disgust
22320,angry
2275,sad
23141,disgust
23153,angry
23665,angry
23876,angry
24578,neutral
25267,angry
25538,disgust
25541,happy
26859,happy
2732,sad
2742,disgust
28332,angry
28390,surprise
28710,disgust
28987,angry
29158,disgust
29269,disgust
30347,neutral
30428,disgust
30499,disgust
30601,angry
30719,angry
30761,disgust
30907,neutral
3101,happy
31232,happy
31323,neutral
31796,sad
31828,disgust
32487,fear
32681,disgust
33209,neutral
33284,disgust
33561,disgust
33670,disgust
33995,angry
34022,angry
34432,disgust
34505,angry
34519,angry
3521,fear
35376,disgust
35580,disgust
3690,surprise
3778,disgust
4002,sad
4004,sad
4265,fear
4312,neutral
4481,angry
4737,sad
5085,disgust
533,sad
573,disgust
6231,disgust
6926,disgust
7068,disgust
7192,disgust
7405,fear
7455,disgust
7592,angry
7835,disgust
807,neutral
8415,angry
8585,disgust
8726,sad
8893,disgust
8948,angry
9043,neutral
9297,angry
9460,disgust
9504,fear
10029,fear
10043,happy
10044,happy
1008,fear
10099,neutral
101,neutral
10189,sad
10263,neutral
10267,fear
10278,fear
10292,neutral
10355,fear
10409,happy
10437,sad
10443,sad
10445,neutral
10458,angry
10489,fear
10493,surprise
10534,fear
1075,sad
10758,sad
1079,sad
10797,fear
10832,sad
10933,fear
10944,angry
10968,neutral
10979,fear
11030,fear
11036,surprise
11039,neutral
11054,neutral
11057,neutral
11104,sad
11112,fear
11137,surprise
11143,happy
11146,sad
1116,sad
1128,fear
1133,neutral
11353,angry
11360,happy
1137,neutral
11381,fear
11412,fear
11416,sad
11471,angry
11536,surprise
1154,sad
11559,surprise
11587,neutral
11653,disgust
11682,fear
11687,sad
1169,sad
11704,surprise
11706,sad
11727,sad
11729,sad
11747,neutral
11754,neutral
11774,sad
11816,sad
11855,happy
11904,fear
1193,surprise
11944,fear
11968,surprise
11999,sad
12063,sad
12125,sad
12255,sad
12259,happy
12313,angry
12334,angry
12350,surprise
12383,happy
12431,neutral
12440,neutral
12472,neutral
12496,fear
12527,fear
12578,happy
12592,neutral
12634,angry
12674,angry
12676,fear
12698,fear
12712,fear
12737,surprise
12809,sad
12891,neutral
12948,fear
12986,angry
12988,sad
13067,neutral
13071,sad
131,sad
13114,sad
13121,happy
13152,fear
13179,sad
13233,fear
1325,neutral
13250,angry
13252,happy
13301,surprise
13306,angry
13308,angry
13310,angry
13362,sad
13394,angry
13405,sad
1343,angry
13482,fear
13486,sad
13518,sad
13549,surprise
13561,surprise
13585,angry
13587,fear
13593,fear
13596,neutral
13638,sad
13664,surprise
1367,fear
13683,neutral
13694,surprise
13798,angry
13855,sad
1389,sad
13899,neutral
13913,sad
13921,sad
13928,neutral
13933,neutral
13939,fear
13965,neutral
13971,sad
1401,neutral
14011,fear
14033,fear
14037,neutral
14044,sad
14057,fear
14082,fear
1410,fear
14114,sad
14117,angry
14268,fear
1429,fear
14306,sad
1441,fear
14444,neutral
14452,happy
14509,fear
14529,angry
14551,happy
14605,sad
14620,angry
14637,fear
1465,happy
14722,sad
1474,sad
14744,neutral
14747,happy
14786,fear
14789,fear
148,sad
1485,surprise
14891,angry
14987,angry
15001,neutral
15012,neutral
15040,happy
1506,angry
15088,sad
15134,sad
15191,sad
15198,fear
15260,fear
15268,sad
15279,fear
15280,surprise
1534,sad
15503,angry
15539,neutral
15544,neutral
15578,fear
15615,surprise
15622,sad
15663,neutral
15668,sad
15678,angry
1576,neutral
15778,fear
15859,neutral
15870,fear
15881,fear
15921,happy
15950,angry
15984,fear
1599,fear
15999,sad
16039,fear
1606,sad
16071,surprise
16113,neutral
16134,fear
16226,sad
16277,fear
16318,fear
16330,surprise
16346,fear
16374,fear
16395,sad
16429,neutral
16440,fear
16450,happy
16486,fear
16489,angry
16501,neutral
16503,sad
16523,sad
16539,sad
1654,fear
16559,sad
1657,surprise
1660,sad
16609,sad
16632,fear
16674,angry
16775,fear
16788,fear
16802,fear
16811,neutral
16830,angry
16915,neutral
16930,fear
16954,neutral
16977,angry
16990,sad
17105,sad
17107,fear
17114,fear
17180,fear
17191,fear
17213,happy
17217,neutral
1722,fear
17236,fear
1727,fear
17314,sad
17334,sad
17369,neutral
17449,angry
17479,angry
17503,angry
17550,sad
17558,sad
1756,fear
17587,sad
17631,neutral
17668,angry
17685,neutral
17707,sad
17710,fear
17762,angry
17816,angry
17831,surprise
17834,neutral
17901,surprise
17930,fear
17932,neutral
17934,neutral
1796,sad
1799,fear
18006,sad
18010,fear
18068,neutral
18073,neutral
18104,neutral
18106,angry
18108,surprise
18117,angry
18148,neutral
18203,neutral
18291,neutral
18299,fear
18309,surprise
18317,sad
18325,angry
18336,fear
18364,neutral
1838,fear
18404,fear
18513,angry
18517,happy
18523,neutral
18527,neutral
18542,fear
18569,angry
1857,sad
18574,fear
18641,surprise
18713,sad
1873,fear
18753,sad
18757,neutral
18763,fear
18905,fear
18908,fear
18911,surprise
18960,fear
18974,angry
18976,angry
18984,sad
19000,sad
19020,angry
19064,sad
19089,angry
19119,fear
19188,sad
19216,neutral
19226,neutral
19235,surprise
19252,happy
1929,fear
19349,neutral
1939,neutral
19454,neutral
19473,angry
19497,fear
19559,angry
19599,sad
19612,neutral
19644,neutral
19682,angry
19740,surprise
19754,neutral
19810,angry
19841,fear
1986,neutral
19888,angry
19896,neutral
19897,surprise
19995,fear
200,sad
20037,fear
20058,neutral
20062,sad
20083,fear
20135,sad
20194,angry
20214,sad
20265,happy
20337,sad
20411,neutral
20424,angry
20450,surprise
20461,fear
2047,sad
20476,angry
20495,fear
20508,angry
20526,neutral
20579,fear
20598,angry
20617,neutral
20715,angry
20831,sad
20843,fear
20851,neutral
20897,sad
20970,sad
2098,sad
21,fear
21070,angry
21101,sad
21102,fear
21227,fear
21230,sad
21250,neutral
21269,happy
21280,fear
21352,fear
21360,sad
21387,surprise
21420,sad
21464,angry
21499,fear
21500,sad
21556,neutral
21559,fear
21598,fear
21615,fear
21654,angry
21686,angry
21697,happy
2178,surprise
21833,fear
21858,fear
21877,fear
21946,angry
21967,fear
22050,surprise
22074,fear
22102,fear
22130,angry
22166,surprise
2226,angry
22326,surprise
22349,fear
224,surprise
22458,happy
22485,sad
22520,surprise
22607,neutral
22640,sad
22662,neutral
22756,neutral
22791,angry
22827,fear
22839,fear
22840,fear
22917,neutral
22944,angry
22988,happy
22997,neutral
23038,sad
23083,neutral
23100,fear
23126,fear
23142,sad
23184,happy
23192,sad
23209,fear
23260,fear
23305,neutral
23332,sad
23362,neutral
23368,surprise
23389,fear
23403,sad
23427,sad
23447,neutral
23463,sad
23477,disgust
23517,sad
23540,fear
23561,neutral
23566,sad
2357,angry
23718,surprise
23731,sad
23767,neutral
23778,sad
2378,fear
23791,fear
2391,fear
24016,sad
24035,fear
24088,fear
24089,neutral
24131,neutral
2416,sad
24165,sad
24185,happy
24213,surprise
24220,neutral
2426,surprise
24452,angry
24479,neutral
24482,neutral
24539,neutral
24554,angry
24562,neutral
24579,happy
24621,fear
24625,happy
24694,angry
24721,angry
24753,neutral
24763,neutral
24778,happy
24822,sad
24880,sad
24948,neutral
24963,neutral
24978,angry
24991,neutral
25045,neutral
25046,fear
25061,neutral
25074,surprise
25108,neutral
25109,sad
25133,sad
25162,fear
25191,neutral
25202,sad
25220,sad
25242,fear
25247,sad
25298,angry
25306,neutral
25327,fear
25359,angry
25439,neutral
25481,sad
25496,neutral
25555,neutral
25570,surprise
25577,sad
25590,fear
25605,sad
25621,fear
25638,sad
25647,angry
25710,fear
258,neutral
25820,fear
25914,fear
2592,fear
2593,sad
26082,fear
26091,happy
26097,sad
26131,fear
26210,angry
26250,fear
26275,happy
26283,neutral
26363,sad
26377,fear
26385,fear
26394,angry
264,fear
26402,surprise
26409,surprise
2641,fear
26454,angry
26469,surprise
2651,sad
2657,neutral
26582,sad
26726,sad
2681,angry
26842,angry
26895,sad
26916,fear
26927,fear
26973,fear
26980,sad
270,fear
27006,angry
27077,sad
27094,neutral
27098,fear
27103,fear
27145,angry
27300,fear
27308,neutral
27359,angry
27363,fear
27369,sad
27488,neutral
27503,angry
27509,fear
27591,sad
27635,sad
27709,sad
27764,neutral
27772,sad
27806,sad
27846,fear
27868,fear
27889,fear
2789,sad
27899,happy
27910,angry
27937,fear
28050,angry
28101,fear
28189,fear
28210,angry
28243,fear
28267,fear
28308,neutral
28331,fear
28417,angry
28453,fear
28503,surprise
28515,fear
28548,angry
2858,sad
2860,neutral
28627,fear
28701,neutral
28704,fear
28724,fear
28729,neutral
28734,neutral
28859,sad
29005,angry
29026,fear
29027,sad
29043,fear
2906,fear
29068,angry
29126,neutral
29152,fear
29219,fear
2927,neutral
29284,happy
29285,surprise
29291,fear
29315,angry
29327,sad
29349,surprise
29389,angry
29478,neutral
29528,fear
29536,neutral
29603,happy
29629,neutral
29674,fear
297,fear
29701,fear
29709,fear
29713,fear
29720,fear
29731,neutral
29733,sad
29735,happy
29738,neutral
29795,happy
29869,sad
2987,neutral
29871,happy
2988,surprise
29892,angry
29912,neutral
29924,angry
29990,fear
3000,happy
30062,happy
30074,sad
30196,sad
30206,sad
30237,sad
30253,sad
30316,fear
30333,neutral
3036,sad
30482,fear
30564,fear
3057,fear
30594,surprise
30638,sad
30735,angry
30774,angry
30798,sad
3087,neutral
30936,sad
31007,neutral
31105,angry
31107,happy
31116,fear
3112,neutral
31130,neutral
31157,fear
31159,surprise
31188,fear
3124,fear
31286,fear
31330,angry
31341,sad
31357,fear
31375,angry
31395,sad
31398,fear
314,angry
31421,neutral
31461,sad
31526,fear
31535,happy
31569,fear
31625,surprise
31638,fear
31655,neutral
3170,surprise
31738,fear
31782,fear
31821,angry
31855,fear
31860,fear
31866,happy
31903,fear
31916,fear
31940,fear
31954,neutral
31973,sad
31979,neutral
32076,neutral
32097,sad
32103,neutral
32180,sad
32279,surprise
32323,angry
32349,fear
32351,angry
32438,neutral
32461,sad
32463,sad
32485,fear
32507,neutral
32551,fear
32569,neutral
32619,neutral
32623,angry
32642,fear
32682,neutral
32688,sad
3269,surprise
32692,fear
32696,sad
32758,sad
32766,neutral
32799,fear
32829,sad
32876,fear
32879,neutral
32889,angry
32931,fear
32940,fear
32941,neutral
32946,fear
3296,fear
3297,fear
32996,surprise
33007,fear
33051,fear
33097,fear
3314,neutral
33215,fear
33258,sad
33299,fear
33358,fear
33390,sad
33410,angry
33419,fear
33440,surprise
33490,neutral
33519,angry
33535,neutral
33548,fear
33559,neutral
33587,sad
33608,fear
33617,sad
33644,fear
33673,angry
33674,neutral
33701,sad
33718,neutral
33806,fear
33855,sad
3391,fear
33919,sad
33940,angry
340,sad
3402,neutral
34024,surprise
34063,neutral
3409,happy
34097,sad
341,happy
34100,neutral
34117,neutral
34120,happy
34143,fear
34201,fear
34277,angry
34325,fear
34356,neutral
34382,fear
34396,fear
34415,sad
34462,fear
34465,fear
34522,neutral
34545,neutral
34613,neutral
34656,fear
34659,happy
34675,fear
3472,angry
34730,sad
34755,surprise
34878,surprise
34897,neutral
34968,fear
34972,fear
35022,fear
35120,surprise
35151,angry
35202,fear
35207,happy
35230,fear
35238,surprise
35250,sad
35257,neutral
35279,neutral
35322,fear
35334,sad
35362,sad
35363,fear
35394,neutral
35410,sad
35427,fear
35453,fear
35541,sad
35592,happy
35629,fear
3565,angry
35697,fear
35709,angry
3584,neutral
35851,neutral
3601,surprise
3645,sad
365,angry
3709,surprise
3714,neutral
3719,sad
3722,angry
3736,fear
3739,sad
3742,neutral
3783,neutral
3785,neutral
3836,angry
3837,neutral
3985,fear
4033,fear
4040,sad
4064,sad
4098,neutral
414,fear
418,angry
4200,surprise
4217,neutral
4234,neutral
4296,sad
4308,fear
4316,surprise
4340,fear
4411,fear
4453,fear
4516,fear
452,happy
4523,fear
454,fear
4540,neutral
4547,angry
460,fear
4650,fear
4821,surprise
483,sad
4858,fear
4901,happy
4917,neutral
4975,fear
4979,sad
4986,fear
500,sad
5023,sad
504,angry
507,surprise
5074,neutral
5097,neutral
5117,angry
5184,fear
5222,surprise
5253,surprise
5263,fear
5283,fear
5360,sad
538,fear
546,fear
5472,sad
5514,surprise
5567,neutral
5622,fear
5638,sad
5654,neutral
5717,angry
5736,surprise
5809,happy
5858,sad
5957,fear
5961,fear
5989,happy
5992,fear
6035,neutral
6037,fear
6054,sad
6059,neutral
6062,angry
6064,neutral
6091,fear
6106,neutral
6152,angry
6153,fear
6176,angry
6179,fear
6214,surprise
6311,disgust
6345,sad
6346,happy
6366,fear
6469,happy
6495,neutral
6515,neutral
6608,sad
6732,angry
6747,surprise
6808,fear
6814,sad
6876,neutral
689,sad
6902,happy
6909,fear
6973,fear
6988,fear
7027,sad
7038,surprise
7102,neutral
712,fear
7129,angry
7146,happy
7150,angry
7158,angry
7182,surprise
7270,angry
7271,neutral
729,sad
73,fear
7302,angry
7305,angry
7350,neutral
7394,sad
741,neutral
7517,angry
7542,angry
7580,neutral
7681,fear
7684,neutral
7748,fear
7749,angry
7756,fear
7786,neutral
7819,sad
7846,sad
7875,sad
7894,neutral
794,neutral
7980,happy
8035,fear
8040,fear
8043,sad
8067,fear
8119,fear
8163,neutral
8177,happy
8178,neutral
8239,fear
8350,fear
8433,fear
8454,neutral
8474,angry
8481,neutral
85,neutral
8556,angry
859,happy
8611,neutral
8637,fear
8645,fear
8672,sad
872,fear
8754,neutral
8795,fear
8797,neutral
8818,angry
886,sad
9037,surprise
9040,angry
9101,fear
911,angry
9179,neutral
9205,surprise
9232,surprise
9251,fear
9261,fear
9281,fear
9302,sad
9333,fear
9369,surprise
9370,angry
9474,sad
949,sad
9602,neutral
9606,sad
9842,angry
9898,angry
10019,sad
10023,sad
10074,happy
10096,happy
10106,happy
10126,happy
10138,happy
10141,surprise
1020,happy
10218,happy
10237,happy
10248,happy
10257,happy
1027,happy
10273,neutral
10276,happy
10312,happy
10317,happy
10344,happy
10362,happy
10367,happy
10370,happy
10432,happy
10456,angry
10467,happy
10468,sad
10480,happy
10528,happy
10540,happy
10552,happy
1056,surprise
10571,surprise
1058,happy
10622,happy
10638,neutral
10640,happy
10644,neutral
10647,sad
10683,happy
10703,happy
1074,happy
10770,happy
10773,happy
10792,happy
1081,happy
10811,neutral
10841,happy
10879,fear
10903,neutral
10935,happy
10956,happy
10992,happy
11019,happy
1111,fear
11150,happy
11208,happy
1121,happy
11236,happy
1130,angry
11345,happy
11349,happy
11392,happy
1141,angry
11500,happy
11508,neutral
11516,happy
1152,happy
11530,happy
11549,happy
11552,happy
11558,happy
11573,happy
11575,happy
11588,happy
1159,fear
11594,happy
11604,fear
11614,happy
11637,happy
11646,happy
11658,happy
11717,happy
11733,happy
11763,happy
11766,happy
11772,happy
11785,happy
11793,happy
11808,happy
11814,happy
11819,happy
11835,surprise
11842,happy
11850,happy
11885,neutral
11927,happy
12011,happy
1202,happy
12024,happy
12098,happy
12120,happy
12129,neutral
12141,happy
12191,happy
12239,happy
12257,happy
12284,happy
12321,happy
12329,happy
12349,happy
12359,happy
12376,happy
12379,happy
12381,happy
12410,happy
1246,happy
12487,happy
12492,sad
12497,surprise
12557,happy
12560,happy
12581,happy
12600,happy
12611,happy
12672,happy
12705,angry
12725,happy
12729,happy
12772,happy
12776,happy
12789,neutral
12861,happy
12904,happy
12936,neutral
12951,happy
12956,happy
12957,happy
13037,happy
13073,happy
1309,happy
13105,happy
13108,angry
13127,neutral
13139,happy
13151,happy
1316,happy
13204,happy
13228,happy
13283,happy
13317,angry
13322,happy
1334,happy
13348,happy
13353,happy
